adv,1,68.52,50.56,4.43
adv,5,159.13,80.89,7.09
adv,10,215.46,96.29,8.44
ori,1,1.3,5.22,0.46
ori,5,30.05,19.48,1.71
ori,10,63.11,25.6,2.24
